course_id,course_title,description,prerequisites,course_offering,credits
BIO 111,**Human Anatomy & Physiology I**,"This course studies the workings of the human body. The primary objective is to gain an understanding of how the
healthy human body works. Class discussion and investigations focus on the form and function of individual body
systems and their integration into the living organism. Comparisons will be made between the healthy body and disease
states. The first semester in a two-semester sequence will cover the general structure of the human body, cells, tissues,
the integument, skeletal, muscular, nervous and endocrine systems. Lecture 3 hours, laboratory 2 hours.
Course Typically Offered: Fall
Credits: 4",None,Fall,4
BIO 114,**Careers in Fisheries & Wildlife Biology**,"Successful entry into a career in fisheries or wildlife management usually requires early experience and mentoring by
professionals in the discipline. The course will be a lecture and discussion series, presented by guest lecturers from
state, federal, tribal and private organizations that manage fishery or wildlife resources. These sessions will emphasize
the professional development of the presenters, the work routine and opportunities to get first-hand experience.
Course Typically Offered: Every Fall
Credits: 2",None,Every Fall,2
BIO 118,**Animal Life**,"This introductory course focuses on organisms traditionally discussed in zoology courses including protists, invertebrate
and vertebrate animals. The course will cover the evolutionary relationships among these lineages of organisms, the
adaptations exhibited by members of each group to their modes of living, the reproductive strategies employed by
members of each group and the role of each group in the ecosystems of which they are a part. The laboratory exercises
will present a mix of inquiry-based and descriptive investigations centered around animal form and function. Lecture 3
hours, laboratory 2 hours. The course will meet for one half of the semester.
Prerequisites: BIO 117 with a C- or higher or BIO 100 with a C- or higher
Course Typically Offered: Every Fall and Spring
Credits: 2",BIO 117 with a C- or higher or BIO 100 with a C- or higher,Every Fall and Spring,2
BIO 119,**Plant Life**,"This introductory course focuses on organisms traditionally discussed in botany courses, including vascular and non-
vascular plants, lichens and fungi. The course will cover the evolutionary relationships among these lineages of
organisms, the adaptations exhibited by members of each group to their modes of living, the reproductive strategies
employed by members of each group and the role of each group in the ecosystems of which they are a part. The
laboratory exercises will present a mix of inquiry-based and descriptive investigations centered around plant form and
function. Lecture 3 hours, laboratory 2 hours. The course will meet for one half of the semester.
Prerequisites: Grade of C- or higher in BIO 117 or in BIO 100
Course Typically Offered: Every Spring
Credits: 2",Grade of C- or higher in BIO 117 or in BIO 100,Every Spring,2
BIO 123,**Biology: The Living Science Laboratory**,"A laboratory course, intended for non-majors, focused on examination of the processes and principles of science across
disciplines. Exercises are presented from topics such as ecology, evolution and cellular biology. This course cannot be
applied to Biology, Botany, Zoology or Medical Laboratory Science major requirements. Lab 2.
Core Curriculum/Core Requirements: Together with BIO 122’ , ‘this course satisfies the General Education Lab in
the Basic or Applied Science Requirement.
Prerequisites: BIO 122 or concurrently.
Course Typically Offered: Spring
Credits: 1",BIO 122 or concurrently.,Spring,1
BIO 199,**Special Topics in Biology**,"A course whose subject matter may come from any of a variety of topics in Biology. This course may be repeated for
credit with different topics or at different levels. A lab may be included as part of the course.
Course Typically Offered: Variable
Credits: 1-4",None,Variable,1-4
BIO 205,**Field Natural History of Maine**,"The plant and animal life and physical features of aquatic, wetland, and terrestrial ecosystems in Maine, observed during
five weekday afternoon field trips and two full single-day trips on separate weekends during the first half of the semester.
Each student carries out an independent field natural history project culminating in a research paper during a five-week
project period (no classes) in the second half of the semester. The course concludes with a half-day field trip on winter
natural history. Lec 2, Field 4.
Core Curriculum/Core Requirements: Lab in the Basic or Applied Sciences Requirement.
Prerequisites: C- or better in BIO 100 or SFR 100 or PSE 100
Course Typically Offered: Fall
Credits: 4",C- or better in BIO 100 or SFR 100 or PSE 100,Fall,4
BIO 208,**Anatomy and Physiology**,"An intermediate lecture and laboratory course on the structure of the human body and how it works.
Core Curriculum/Core Requirements: Lab in the Basic or Applied Sciences Requirement.
Prerequisites: A grade of C- or better in BIO 100 or BMB 280, PHY 122, CHY 122, and CHY 124.
Course Typically Offered: Fall, Spring, Summer
Credits: 4","A grade of C- or better in BIO 100 or BMB 280, PHY 122, CHY 122, and CHY 124.","Fall, Spring, Summer",4
BIO 210,**Field and Laboratory Techniques in Biology**,"This course may be used to learn a variety of field and laboratory techniques. Students develop topics in consultation
with the faculty member who will direct the course. Examples of topics are sampling and identification of plankton,
conducting amphibian and avian surveys, laboratory techniques in genetics and immunology, horticultural methods,
vegetation sampling and analysis.
Course Typically Offered: Every Fall and Spring
Credits: 1-2",None,Every Fall and Spring,1-2
BIO 215,**Applied Statistics for Biologists**,"Designed for students who intend to use statistics and statistical software later in their education and professional lives.
This course offers an extensive and in-depth introduction to the concepts and methods of statistics in the three parts:
data analysis, data production, and statistical inference. The course also includes a limited introduction to probability.
Students learn about the role of variability in hypothesis testing using both parametric and non-parametric tests. The
course is taught in the computer classroom with each student having individual access to statistical software. The
software, used for all applications discussed in class, is an important part of the course for demonstration, student
tutorials, and discussing homework.
Core Curriculum/Core Requirements: Quantitative Literacy
Prerequisites: MAT 103 or MAT 111 or demonstrated proficiency in pre-college mathematics (>= 500 on SAT MATH
exam, >= 530 on SAT MSS exam, >= 21 on ACT Math exam or >= 61 on the Aleks Math Placement Exam).
Course Typically Offered: Fall
Credits: 4",MAT 103 or MAT 111 or demonstrated proficiency in pre-college mathematics (>= 500 on SAT MATH,Fall,4
BIO 216,**Introduction to Mammalogy**,"Provides an introduction to the ecological and evolutionary contexts that led to the radiation of mammals, and a strong
grounding in the physiological/reproductive strategies that differentiate mammals from other tetrapods. Students are
exposed to the common techniques used in studying mammals, including an introduction into DNA technology. The
major orders of mammals is reviewed and important recent shifts in the classification are discussed. When appropriate,
Maine mammals are used to illustrate concepts. Students further this emphasis through the preparation of museum-
quality specimens or a research paper. Lecture 3 hours, laboratory 2 hours.
Prerequisites: BIO 117 and BIO 118 or BIO 100 and BIO 200, or permission of instructor.
Course Typically Offered: Spring - Alternate Years
Credits: 4","BIO 117 and BIO 118 or BIO 100 and BIO 200, or permission of instructor.",Spring - Alternate Years,4
BIO 226,**Introduction to Insect Identification**,"Insects are the most diverse group of organisms on earth. This course provides students with an introduction to insect
diversity and how to identify common orders and families found in the northeast. Some basic natural history regarding
insects will also be discussed. Outdoor labs and an insect collection will be required.
Course Typically Offered: Fall
Credits: 1",None,Fall,1
BIO 229,**Plant Systematics**,"An introduction to the identification, classification and evolution of vascular and non-vascular plants and lichens.
Topics considered include the history of taxonomy, plant life cycles, taxonomically important anatomical and
morphological features of plants, classification systems, characteristics of selected plant families and methods of
phylogenetic inference. Lecture and field work place approximately equal emphasis on knowledge of the local flora and
recognition of important plant families. Laboratory work includes methods of specimen preparation, identification and
mounting and organization maintenance of an herbarium and methods of phylogenetic inference. Lecture 2 hours,
laboratory 4 hours.
Prerequisites: BIO 117 and BIO 119 or BIO 100 and BIO 200, or permission of instructor.
Course Typically Offered: Fall-Alternate Years (Old years)
Credits: 4","BIO 117 and BIO 119 or BIO 100 and BIO 200, or permission of instructor.",Fall-Alternate Years (Old years),4
